striker,bowler,runs,balls
MJ Lumb,J Theron,19,5
MJ Lumb,JA Morkel,36,15
MJ Lumb,JH Kallis,3,3
MJ Lumb,M Muralitharan,5,4
MJ Lumb,MF Maharoof,0,2
MJ Lumb,P Kumar,6,6
MJ Lumb,PP Chawla,5,4
MJ Lumb,R Sharma,2,2
MJ Lumb,R Vinay Kumar,4,3
MJ Lumb,RG Sharma,5,5
MJ Lumb,RJ Harris,6,6
MJ Lumb,RP Singh,25,9
MJ Lumb,RR Powar,9,7
MJ Lumb,S Sreesanth,29,21
MJ Lumb,S Tyagi,17,9
MJ Lumb,SJ Srivastava,19,9
MJ Lumb,SL Malinga,0,2
MJ Lumb,T Thushara,6,5
MJ Lumb,WPUJC Vaas,8,6
MJ Lumb,Z Khan,1,2
MJ McClenaghan,S Badree,0,1
MK Lomror,I Sharma,8,3
MK Lomror,JL Pattinson,7,4
MK Lomror,TA Boult,2,5
MK Lomror,Washington Sundar,1,1
MK Lomror,YS Chahal,1,4
MK Pandey,A Mishra,5,5
MK Pandey,A Nehra,7,10
MK Pandey,A Nortje,5,2
MK Pandey,A Singh,1,3
MK Pandey,A Symonds,3,7
MK Pandey,A Zampa,7,4
MK Pandey,AB Agarkar,1,3
MK Pandey,AB Dinda,17,12
MK Pandey,AD Mathews,0,1
MK Pandey,AL Menaria,5,4
MK Pandey,AN Ahmed,8,9
MK Pandey,AR Patel,5,9
MK Pandey,AS Joseph,0,5
MK Pandey,AS Rajpoot,3,7
MK Pandey,Ankit Sharma,2,6
MK Pandey,Anureet Singh,6,4
MK Pandey,B Lee,26,15
MK Pandey,BA Bhatt,1,3
MK Pandey,BA Stokes,12,4
MK Pandey,BB Sran,17,16
MK Pandey,CH Morris,11,7
MK Pandey,CJ Anderson,23,12
MK Pandey,CRD Fernando,8,8
MK Pandey,DE Bollinger,5,1
MK Pandey,DJ Bravo,11,4
MK Pandey,DJ Muthuswami,0,3
MK Pandey,DJG Sammy,5,3
MK Pandey,DL Chahar,23,14
MK Pandey,DP Nannes,6,6
MK Pandey,DR Smith,0,2
MK Pandey,DS Kulkarni,5,7
MK Pandey,DT Christian,5,4
MK Pandey,DW Steyn,12,17
MK Pandey,HH Pandya,0,2
MK Pandey,Harbhajan Singh,26,16
MK Pandey,Harmeet Singh,1,2
MK Pandey,I Sharma,27,38
MK Pandey,IC Pandey,5,6
MK Pandey,IK Pathan,28,18
MK Pandey,Iqbal Abdulla,13,14
MK Pandey,J Botha,1,2
MK Pandey,J Theron,4,2
MK Pandey,JA Morkel,38,24
MK Pandey,JC Archer,1,5
MK Pandey,JD Unadkat,10,11
MK Pandey,JJ Bumrah,16,8
MK Pandey,JO Holder,0,2
MK Pandey,JP Duminy,22,13
MK Pandey,K Rabada,11,9
MK Pandey,KA Pollard,2,2
MK Pandey,KMDN Kulasekara,3,4
MK Pandey,KV Sharma,2,6
MK Pandey,Kamran Khan,0,1
MK Pandey,Kartik Tyagi,27,11
MK Pandey,L Balaji,8,6
MK Pandey,L Ngidi,0,1
MK Pandey,M Ashwin,1,1
MK Pandey,M Morkel,8,4
MK Pandey,M Prasidh Krishna,5,6
MK Pandey,M de Lange,10,9
MK Pandey,MA Starc,6,6
MK Pandey,MC Henriques,13,7
MK Pandey,MG Johnson,14,10
MK Pandey,MJ McClenaghan,17,14
MK Pandey,MM Patel,26,17
MK Pandey,MM Sharma,1,2
MK Pandey,MP Stoinis,6,4
MK Pandey,MS Gony,20,13
MK Pandey,Mohammed Shami,20,15
MK Pandey,Mohammed Siraj,10,11
MK Pandey,NA Saini,26,17
MK Pandey,NLTC Perera,3,3
MK Pandey,NM Coulter-Nile,2,7
MK Pandey,O Thomas,6,3
MK Pandey,P Awana,17,9
MK Pandey,P Kumar,1,9
MK Pandey,PJ Cummins,9,8
MK Pandey,PJ Sangwan,2,2
MK Pandey,PP Chawla,6,3
MK Pandey,PP Ojha,7,9
MK Pandey,R Ashwin,15,12
MK Pandey,R Dhawan,5,3
MK Pandey,R McLaren,3,3
MK Pandey,R Vinay Kumar,1,1
MK Pandey,RA Jadeja,0,1
MK Pandey,RD Chahar,1,1
MK Pandey,RJ Harris,28,32
MK Pandey,RP Singh,2,2
MK Pandey,Rashid Khan,0,2
MK Pandey,S Aravind,10,4
MK Pandey,S Gopal,4,1
MK Pandey,S Kaul,10,5
MK Pandey,S Sreesanth,12,12
MK Pandey,S Tyagi,14,13
MK Pandey,SJ Srivastava,7,4
MK Pandey,SK Trivedi,8,5
MK Pandey,SK Warne,5,3
MK Pandey,SL Malinga,21,20
MK Pandey,SM Curran,15,11
MK Pandey,SMSM Senanayake,1,2
MK Pandey,SN Thakur,2,2
MK Pandey,SP Narine,0,5
MK Pandey,SR Watson,12,11
MK Pandey,Sandeep Sharma,34,21
MK Pandey,Shakib Al Hasan,5,3
MK Pandey,Shivam Mavi,7,4
MK Pandey,T Thushara,1,4
MK Pandey,TA Boult,8,5
MK Pandey,TG Southee,6,7
MK Pandey,UT Yadav,31,22
MK Pandey,VR Aaron,1,2
MK Pandey,Washington Sundar,12,11
MK Pandey,YA Abdulla,1,2
MK Pandey,YK Pathan,1,3
MK Pandey,YS Chahal,1,6
MK Pandey,Z Khan,29,35
MK Tiwary,A Kumble,9,4
MK Tiwary,A Mishra,0,2
MK Tiwary,A Singh,2,3
MK Tiwary,AA Chavan,2,3
MK Tiwary,AB Dinda,9,5
MK Tiwary,AB McDonald,0,1
MK Tiwary,AC Thomas,12,5
MK Tiwary,AD Mascarenhas,1,4
MK Tiwary,AD Russell,5,9
MK Tiwary,AN Ahmed,8,4
MK Tiwary,B Kumar,1,5
MK Tiwary,Basil Thampi,1,3
MK Tiwary,CK Langeveldt,1,1
MK Tiwary,DE Bollinger,1,5
MK Tiwary,DL Chahar,3,3
MK Tiwary,DS Kulkarni,5,5
MK Tiwary,DW Steyn,7,3
MK Tiwary,Harbhajan Singh,1,1
MK Tiwary,IC Pandey,0,2
MK Tiwary,JA Morkel,1,2
MK Tiwary,JH Kallis,19,6
MK Tiwary,JJ Bumrah,3,4
MK Tiwary,KK Cooper,3,5
MK Tiwary,KV Sharma,2,4
MK Tiwary,L Ngidi,5,8
MK Tiwary,M Morkel,0,1
MK Tiwary,MM Patel,5,12
MK Tiwary,MS Gony,8,3
MK Tiwary,Mohammed Shami,10,5
MK Tiwary,P Kumar,5,6
MK Tiwary,PP Ojha,7,6
MK Tiwary,R Sharma,0,5
MK Tiwary,R Shukla,10,5
MK Tiwary,RA Jadeja,7,4
MK Tiwary,RJ Harris,4,5
MK Tiwary,RP Singh,3,8
MK Tiwary,RW Price,12,4
MK Tiwary,S Aravind,2,2
MK Tiwary,SL Malinga,8,19
MK Tiwary,SP Narine,13,7
MK Tiwary,SW Tait,3,8
MK Tiwary,Shoaib Akhtar,1,2
MK Tiwary,UT Yadav,5,9
MK Tiwary,VR Aaron,0,1
MK Tiwary,VS Malik,3,3
MK Tiwary,WD Parnell,10,4
MK Tiwary,WPUJC Vaas,0,1
MK Tiwary,YK Pathan,10,9
MK Tiwary,Z Khan,5,6
ML Hayden,A Kumble,9,15
ML Hayden,A Nehra,28,20
ML Hayden,A Symonds,4,4
ML Hayden,AB Agarkar,9,5
ML Hayden,AB Dinda,10,7
ML Hayden,AD Mascarenhas,1,1
ML Hayden,AM Salvi,10,4
ML Hayden,B Lee,11,10
ML Hayden,CH Gayle,0,2
ML Hayden,CRD Fernando,2,2
ML Hayden,DJ Bravo,2,9
ML Hayden,DP Nannes,31,22
ML Hayden,DR Smith,18,7
ML Hayden,DS Kulkarni,4,5
ML Hayden,DW Steyn,23,31
ML Hayden,FH Edwards,10,6
ML Hayden,Harbhajan Singh,14,19
ML Hayden,Harmeet Singh,0,1
ML Hayden,I Sharma,3,7
ML Hayden,IK Pathan,14,11
ML Hayden,J Theron,0,1
ML Hayden,JH Kallis,38,17
ML Hayden,JR Hopes,11,4
ML Hayden,P Kumar,37,21
ML Hayden,PJ Sangwan,19,12
ML Hayden,R Bhatia,18,6
ML Hayden,R McLaren,5,5
ML Hayden,R Vinay Kumar,26,11
ML Hayden,RG Sharma,20,15
ML Hayden,RJ Harris,18,19
ML Hayden,RP Singh,49,28
ML Hayden,RR Powar,12,11
ML Hayden,S Narwal,11,5
ML Hayden,S Sreesanth,12,11
ML Hayden,SB Wagh,12,5
ML Hayden,SE Bond,1,7
ML Hayden,SJ Srivastava,8,6
ML Hayden,SK Trivedi,1,2
ML Hayden,SL Malinga,15,22
ML Hayden,SM Harwood,0,1
ML Hayden,SM Pollock,18,6
ML Hayden,SR Watson,13,5
ML Hayden,SW Tait,6,7
ML Hayden,UT Yadav,12,4
ML Hayden,VRV Singh,12,6
ML Hayden,WPUJC Vaas,1,2
ML Hayden,Y Venugopal Rao,1,3
ML Hayden,YA Abdulla,1,3
ML Hayden,YK Pathan,22,24
ML Hayden,Z Khan,35,24
MM Ali,Avesh Khan,9,8
MM Ali,DL Chahar,3,3
MM Ali,Harbhajan Singh,6,5
MM Ali,MJ McClenaghan,12,5
MM Ali,Mohammad Nabi,5,7
MM Ali,R Ashwin,1,2
MM Ali,Rashid Khan,1,1
MM Ali,S Kaul,1,3
MM Ali,S Lamichhane,1,2
MM Ali,SL Malinga,1,2
MM Ali,Sandeep Sharma,1,1
MM Ali,TA Boult,0,1
MM Ali,TK Curran,1,2
MN Samuels,AD Mascarenhas,1,4
MN Samuels,Harbhajan Singh,0,2
MN Samuels,P Awana,3,7
MN Samuels,P Kumar,7,13
MN van Wyk,A Mishra,9,6
MN van Wyk,A Nehra,5,3
MN van Wyk,DP Nannes,5,5
MN van Wyk,Harbhajan Singh,1,3
MN van Wyk,SL Malinga,5,5
MN van Wyk,Z Khan,5,5
MP Stoinis,AD Russell,0,3
MP Stoinis,AJ Tye,1,1
MP Stoinis,CH Morris,10,5
MP Stoinis,DS Kulkarni,7,7
MP Stoinis,JJ Bumrah,7,8
MP Stoinis,JO Holder,19,7
MP Stoinis,KH Pandya,5,7
MP Stoinis,Mohammed Shami,1,2
MP Stoinis,Mohammed Siraj,1,1
MP Stoinis,NM Coulter-Nile,6,2
MP Stoinis,P Kumar,1,2
MP Stoinis,PP Chawla,4,5
MP Stoinis,RA Jadeja,16,7
MP Stoinis,S Gopal,0,1
MP Stoinis,S Nadeem,9,14
MP Stoinis,Sandeep Sharma,17,15
MP Stoinis,TA Boult,1,2
MP Stoinis,Z Khan,3,3
MS Bisla,A Nehra,6,9
MS Bisla,A Singh,5,3
MS Bisla,AA Chavan,14,11
MS Bisla,AB Agarkar,1,1
MS Bisla,AB Dinda,10,10
MS Bisla,AD Mascarenhas,16,6
MS Bisla,AL Menaria,3,4
MS Bisla,AP Dole,11,6
MS Bisla,Anand Rajan,5,7
MS Bisla,Azhar Mahmood,8,4
MS Bisla,B Kumar,6,7
MS Bisla,BW Hilfenhaus,9,9
MS Bisla,CH Gayle,5,4
MS Bisla,CH Morris,17,5
MS Bisla,DP Nannes,14,10
MS Bisla,DT Christian,6,4
MS Bisla,DW Steyn,42,43
MS Bisla,GH Vihari,9,3
MS Bisla,Harbhajan Singh,10,6
MS Bisla,I Sharma,17,12
MS Bisla,IC Pandey,8,6
MS Bisla,IK Pathan,4,11
MS Bisla,JA Morkel,25,14
MS Bisla,JD Unadkat,6,4
MS Bisla,JH Kallis,23,15
MS Bisla,JP Faulkner,6,7
MS Bisla,K Upadhyay,1,1
MS Bisla,KW Richardson,0,5
MS Bisla,M Kartik,5,3
MS Bisla,MC Henriques,2,6
MS Bisla,MF Maharoof,2,2
MS Bisla,MG Johnson,6,10
MS Bisla,MJ McClenaghan,8,7
MS Bisla,MM Patel,19,7
MS Bisla,MM Sharma,20,15
MS Bisla,NLTC Perera,13,6
MS Bisla,P Kumar,22,30
MS Bisla,PP Chawla,0,1
MS Bisla,PP Ojha,5,4
MS Bisla,Parvez Rasool,0,1
MS Bisla,R Ashwin,21,12
MS Bisla,R McLaren,3,2
MS Bisla,R Rampaul,0,2
MS Bisla,R Shukla,0,1
MS Bisla,R Vinay Kumar,12,9
MS Bisla,RA Jadeja,8,6
MS Bisla,RP Singh,6,8
MS Bisla,S Randiv,6,5
MS Bisla,S Sreesanth,1,1
MS Bisla,SE Bond,9,11
MS Bisla,SK Warne,14,9
MS Bisla,SL Malinga,15,12
MS Bisla,SR Watson,27,20
MS Bisla,STR Binny,2,3
MS Bisla,SW Tait,5,13
MS Bisla,TG Southee,2,3
MS Bisla,UT Yadav,1,3
MS Bisla,V Pratap Singh,5,2
MS Bisla,WD Parnell,12,10
MS Bisla,WPUJC Vaas,0,3
MS Bisla,YK Pathan,0,2
MS Bisla,Z Khan,6,4
MS Dhoni,A Symonds,2,1
MS Dhoni,Azhar Mahmood,0,2
MS Dhoni,B Kumar,0,5
MS Dhoni,DP Nannes,0,2
MS Dhoni,DS Kulkarni,0,1
MS Dhoni,GB Hogg,0,1
MS Dhoni,HH Pandya,0,2
MS Dhoni,HV Patel,7,7
MS Dhoni,JC Archer,1,3
MS Dhoni,JD Unadkat,1,1
MS Dhoni,JH Kallis,4,2
MS Dhoni,JJ Bumrah,9,5
MS Dhoni,KH Pandya,2,6
MS Dhoni,KW Richardson,0,2
MS Dhoni,P Kumar,4,3
MS Dhoni,PP Ojha,1,1
MS Dhoni,RP Singh,11,7
MS Dhoni,S Kaul,7,6
MS Dhoni,SR Watson,2,5
MS Dhoni,TA Boult,2,3
MS Dhoni,UT Yadav,4,1
MS Wade,AC Thomas,1,4
MS Wade,JP Faulkner,1,2
MS Wade,SS Mundhe,1,1
MV Boucher,A Nehra,8,6
MV Boucher,AB Dinda,1,3
MV Boucher,CRD Fernando,0,2
MV Boucher,I Sharma,1,1
MV Boucher,SC Ganguly,2,5
MV Boucher,SM Pollock,10,7
Mandeep Singh,A Chandila,1,8
Mandeep Singh,A Mishra,0,3
Mandeep Singh,A Nehra,29,14
Mandeep Singh,AA Chavan,7,3
Mandeep Singh,AA Jhunjhunwala,13,9
Mandeep Singh,AB Dinda,13,10
Mandeep Singh,AB McDonald,2,2
Mandeep Singh,AD Mathews,5,5
Mandeep Singh,AS Rajpoot,2,2
Mandeep Singh,B Kumar,17,12
Mandeep Singh,B Lee,4,4
Mandeep Singh,BAW Mendis,12,7
Mandeep Singh,BW Hilfenhaus,12,11
Mandeep Singh,CH Morris,4,4
Mandeep Singh,CJ McKay,14,6
Mandeep Singh,CR Woakes,13,7
Mandeep Singh,CV Varun,1,4
Mandeep Singh,DP Nannes,8,9
Mandeep Singh,DT Christian,5,5
Mandeep Singh,DW Steyn,2,5
Mandeep Singh,GB Hogg,8,4
Mandeep Singh,GH Vihari,1,4
Mandeep Singh,HH Pandya,3,3
Mandeep Singh,HV Patel,8,4
Mandeep Singh,I Sharma,9,6
Mandeep Singh,IK Pathan,16,9
Mandeep Singh,J Botha,1,3
Mandeep Singh,J Theron,3,5
Mandeep Singh,JA Morkel,21,17
Mandeep Singh,JC Archer,0,1
Mandeep Singh,JD Unadkat,0,2
Mandeep Singh,JH Kallis,14,15
Mandeep Singh,JP Faulkner,1,1
Mandeep Singh,KA Pollard,1,1
Mandeep Singh,KK Ahmed,5,3
Mandeep Singh,KMDN Kulasekara,12,10
Mandeep Singh,KV Sharma,1,2
Mandeep Singh,L Balaji,22,12
Mandeep Singh,M Morkel,16,10
Mandeep Singh,M Prasidh Krishna,2,5
Mandeep Singh,MA Starc,7,5
Mandeep Singh,MC Henriques,5,3
Mandeep Singh,MG Johnson,6,5
Mandeep Singh,MJ McClenaghan,10,6
Mandeep Singh,MM Patel,14,7
Mandeep Singh,MM Sharma,8,13
Mandeep Singh,MN Samuels,1,4
Mandeep Singh,Mustafizur Rahman,5,3
Mandeep Singh,NM Coulter-Nile,2,2
Mandeep Singh,P Kumar,0,1
Mandeep Singh,PJ Cummins,22,15
Mandeep Singh,PP Chawla,1,2
Mandeep Singh,PP Ojha,2,2
Mandeep Singh,R Ashwin,18,18
Mandeep Singh,R Dhawan,7,8
Mandeep Singh,R Rampaul,6,6
Mandeep Singh,R Sharma,11,8
Mandeep Singh,R Vinay Kumar,20,12
Mandeep Singh,RE van der Merwe,1,2
Mandeep Singh,RJ Peterson,1,2
Mandeep Singh,RP Singh,9,13
Mandeep Singh,Rashid Khan,4,4
Mandeep Singh,S Dhawan,2,3
Mandeep Singh,S Nadeem,0,2
Mandeep Singh,S Sreesanth,5,4
Mandeep Singh,SB Jakati,4,3
Mandeep Singh,SJ Srivastava,0,3
Mandeep Singh,SL Malinga,9,8
Mandeep Singh,SMSM Senanayake,10,12
Mandeep Singh,SN Thakur,0,1
Mandeep Singh,SP Narine,13,11
Mandeep Singh,SR Watson,1,4
Mandeep Singh,Sandeep Sharma,19,23
Mandeep Singh,T Natarajan,15,4
Mandeep Singh,TG Southee,5,3
Mandeep Singh,TP Sudhindra,10,7
Mandeep Singh,UT Yadav,7,9
Mandeep Singh,V Pratap Singh,18,8
Mandeep Singh,VR Aaron,16,15
Mandeep Singh,YK Pathan,5,3
Mandeep Singh,Z Khan,20,12
Misbah-ul-Haq,CRD Fernando,0,1
Misbah-ul-Haq,DP Vijaykumar,2,3
Misbah-ul-Haq,IK Pathan,1,1
Misbah-ul-Haq,MM Patel,0,1
Misbah-ul-Haq,RP Singh,5,3
Misbah-ul-Haq,S Sreesanth,20,7
Misbah-ul-Haq,SB Bangar,1,3
Mohammad Ashraful,AM Salvi,2,4
Mohammad Ashraful,DP Nannes,2,4
Mohammad Ashraful,PJ Sangwan,1,4
Mohammad Hafeez,DJ Bravo,5,7
Mohammad Hafeez,IK Pathan,6,7
Mohammad Hafeez,M Ntini,6,5
Mohammad Hafeez,MM Patel,0,4
Mohammad Hafeez,MS Gony,1,1
Mohammad Hafeez,S Sreesanth,7,5
Mohammad Hafeez,SM Pollock,1,4
Mohammad Hafeez,Sohail Tanvir,5,4
N Jagadeesan,JJ Bumrah,0,1
N Jagadeesan,Washington Sundar,1,2
N Pooran,HF Gurney,10,4
N Pooran,KH Pandya,1,1
N Pooran,KK Ahmed,6,4
N Pooran,R Ashwin,4,6
N Pooran,S Sandeep Warrier,6,5
N Pooran,T Natarajan,7,3
N Rana,A Choudhary,6,6
N Rana,A Nortje,7,8
N Rana,AF Milne,4,3
N Rana,AJ Tye,11,9
N Rana,AR Patel,6,4
N Rana,Arshdeep Singh,1,2
N Rana,Avesh Khan,5,4
N Rana,B Kumar,25,22
N Rana,B Stanlake,1,5
N Rana,BA Stokes,3,8
N Rana,Basil Thampi,15,9
N Rana,CH Morris,0,1
N Rana,DL Chahar,8,12
N Rana,DS Kulkarni,4,1
N Rana,GJ Maxwell,0,1
N Rana,HH Pandya,12,10
N Rana,HV Patel,9,4
N Rana,JC Archer,9,13
N Rana,JD Unadkat,0,1
N Rana,JJ Bumrah,5,5
N Rana,JL Pattinson,0,1
N Rana,K Gowtham,1,1
N Rana,K Rabada,1,3
N Rana,KH Pandya,1,3
N Rana,KK Ahmed,27,14
N Rana,L Ngidi,4,3
N Rana,LE Plunkett,2,2
N Rana,MJ McClenaghan,8,3
N Rana,MJ Santner,14,6
N Rana,MM Patel,2,3
N Rana,MM Sharma,6,4
N Rana,MP Stoinis,3,4
N Rana,Mohammad Nabi,6,11
N Rana,Mohammed Shami,1,2
N Rana,Mohammed Siraj,18,14
N Rana,Mustafizur Rahman,7,3
N Rana,NM Coulter-Nile,0,1
N Rana,O Thomas,10,7
N Rana,P Kumar,17,12
N Rana,R Ashwin,14,6
N Rana,RA Jadeja,6,4
N Rana,RD Chahar,7,5
N Rana,Rashid Khan,12,6
N Rana,S Aravind,6,4
N Rana,S Badree,1,3
N Rana,S Kaul,4,6
N Rana,SK Raina,7,3
N Rana,SM Curran,1,8
N Rana,SN Thakur,5,5
N Rana,Sandeep Sharma,43,25
N Rana,Shakib Al Hasan,2,2
N Rana,T Natarajan,9,6
N Rana,TA Boult,1,1
N Rana,TK Curran,4,5
N Rana,TS Mills,6,4
N Rana,TU Deshpande,5,5
N Rana,UT Yadav,2,3
N Rana,VR Aaron,7,6
N Rana,Washington Sundar,2,4
N Rana,YS Chahal,9,7
N Rana,Z Khan,1,1
N Saini,AB McDonald,6,2
N Saini,DT Christian,0,2
N Saini,DW Steyn,2,5
N Saini,J Botha,2,3
N Saini,KA Pollard,5,5
N Saini,MM Patel,15,12
N Saini,PP Ojha,8,4
N Saini,R Vinay Kumar,7,4
N Saini,RJ Peterson,2,4
N Saini,RP Singh,17,17
N Saini,SR Watson,0,4
N Saini,SW Tait,2,3
N Saini,TP Sudhindra,3,4
N Saini,VR Aaron,9,8
N Saini,Z Khan,7,9
NA Saini,O Thomas,1,1
NJ Maddinson,Harbhajan Singh,3,1
NJ Maddinson,IC Pandey,4,7
NJ Maddinson,JP Duminy,4,2
NJ Maddinson,Mohammed Shami,0,4
NJ Maddinson,SL Malinga,4,4
NJ Maddinson,Z Khan,5,3
NLTC Perera,A Chandila,4,4
NLTC Perera,DW Steyn,11,7
NLTC Perera,I Sharma,5,5
NS Naik,CH Morris,1,4
NS Naik,K Rabada,6,4
NS Naik,S Lamichhane,1,9
NV Ojha,A Kumble,1,1
NV Ojha,A Mishra,22,8
NV Ojha,A Nehra,2,4
NV Ojha,A Symonds,5,5
NV Ojha,AB Dinda,13,17
NV Ojha,AB McDonald,13,7
NV Ojha,AC Thomas,3,8
NV Ojha,AD Mathews,13,5
NV Ojha,AG Murtaza,0,3
NV Ojha,AM Salvi,2,4
NV Ojha,AS Rajpoot,5,4
NV Ojha,BJ Hodge,21,5
NV Ojha,BW Hilfenhaus,2,7
NV Ojha,CJ McKay,7,3
NV Ojha,CK Langeveldt,0,3
NV Ojha,D du Preez,1,1
NV Ojha,DE Bollinger,12,12
NV Ojha,DP Nannes,2,5
NV Ojha,DR Smith,1,3
NV Ojha,DT Christian,2,3
NV Ojha,DW Steyn,16,19
NV Ojha,Harmeet Singh,0,1
NV Ojha,I Sharma,12,8
NV Ojha,IK Pathan,7,9
NV Ojha,J Theron,1,1
NV Ojha,JA Morkel,53,32
NV Ojha,JD Unadkat,1,1
NV Ojha,JH Kallis,6,12
NV Ojha,JP Faulkner,1,6
NV Ojha,L Balaji,0,4
NV Ojha,LR Shukla,6,1
NV Ojha,M Morkel,18,14
NV Ojha,M Muralitharan,9,5
NV Ojha,MF Maharoof,25,18
NV Ojha,MM Patel,13,11
NV Ojha,MS Gony,2,7
NV Ojha,P Awana,0,2
NV Ojha,P Kumar,15,18
NV Ojha,P Parameswaran,11,9
NV Ojha,PP Chawla,0,2
NV Ojha,Pankaj Singh,0,2
NV Ojha,R Ashwin,1,4
NV Ojha,R McLaren,10,6
NV Ojha,R Sharma,1,4
NV Ojha,R Shukla,7,2
NV Ojha,R Vinay Kumar,22,16
NV Ojha,RG Sharma,12,7
NV Ojha,RJ Harris,7,11
NV Ojha,RP Singh,9,24
NV Ojha,RR Powar,26,11
NV Ojha,S Sreesanth,17,22
NV Ojha,S Tyagi,9,4
NV Ojha,SE Bond,3,6
NV Ojha,SJ Srivastava,22,9
NV Ojha,SL Malinga,2,8
NV Ojha,SP Narine,13,20
NV Ojha,SS Mundhe,5,6
NV Ojha,Shakib Al Hasan,10,3
NV Ojha,T Thushara,5,6
NV Ojha,TP Sudhindra,4,6
NV Ojha,UT Yadav,3,9
NV Ojha,V Pratap Singh,1,4
NV Ojha,WPUJC Vaas,6,4
NV Ojha,YA Abdulla,2,2
NV Ojha,Z Khan,13,19
Niraj Patel,AB Dinda,6,7
Niraj Patel,DW Steyn,5,12
Niraj Patel,IK Pathan,6,10
Niraj Patel,JR Hopes,9,6
Niraj Patel,M Ntini,2,9
Niraj Patel,MS Gony,1,2
Niraj Patel,P Kumar,1,1
Niraj Patel,R Vinay Kumar,1,4
Niraj Patel,S Sreesanth,19,8
OA Shah,DE Bollinger,0,1
OA Shah,JEC Franklin,10,4
OA Shah,MM Patel,1,1
OA Shah,MS Gony,5,3
OA Shah,PP Ojha,8,4
OA Shah,R Ashwin,0,2
OA Shah,RP Singh,0,2
OA Shah,SL Malinga,0,1
P Kumar,GD McGrath,6,5
P Kumar,MS Gony,0,3
P Negi,JW Hastings,0,3
P Negi,O Thomas,5,3
P Simran Singh,KK Ahmed,4,2
P Simran Singh,Sandeep Sharma,1,2
P Simran Singh,T Natarajan,6,4
PA Patel,A Choudhary,0,1
PA Patel,A Kumble,2,4
PA Patel,A Nehra,70,37
PA Patel,AB Agarkar,16,12
PA Patel,AB Dinda,61,52
PA Patel,AC Thomas,16,10
PA Patel,AD Mascarenhas,3,5
PA Patel,AD Mathews,14,8
PA Patel,AD Russell,10,7
PA Patel,AJ Tye,19,12
PA Patel,AM Salvi,2,2
PA Patel,AN Ahmed,10,8
PA Patel,AR Patel,12,10
PA Patel,AS Rajpoot,23,15
PA Patel,Ankit Soni,2,3
PA Patel,Anureet Singh,12,8
PA Patel,Azhar Mahmood,2,3
PA Patel,B Kumar,71,72
PA Patel,B Laughlin,5,3
PA Patel,B Lee,13,13
PA Patel,BA Stokes,1,1
PA Patel,BB Sran,12,11
PA Patel,BJ Hodge,13,10
PA Patel,BW Hilfenhaus,1,3
PA Patel,Basil Thampi,5,2
PA Patel,CH Morris,13,11
PA Patel,CR Woakes,5,8
PA Patel,D Wiese,1,3
PA Patel,DE Bollinger,9,8
PA Patel,DJ Hussey,6,3
PA Patel,DJ Muthuswami,4,6
PA Patel,DJ Willey,9,6
PA Patel,DL Chahar,8,12
PA Patel,DL Vettori,5,2
PA Patel,DP Nannes,5,10
PA Patel,DP Vijaykumar,5,8
PA Patel,DS Kulkarni,24,16
PA Patel,DW Steyn,52,43
PA Patel,FH Edwards,0,2
PA Patel,GB Hogg,7,8
PA Patel,GD McGrath,2,6
PA Patel,HF Gurney,2,4
PA Patel,HH Pandya,1,1
PA Patel,Harbhajan Singh,19,27
PA Patel,Harmeet Singh,0,1
PA Patel,I Sharma,53,36
PA Patel,IK Pathan,63,44
PA Patel,Imran Tahir,4,2
PA Patel,Iqbal Abdulla,7,5
PA Patel,J Botha,3,7
PA Patel,J Theron,17,10
PA Patel,JA Morkel,0,2
PA Patel,JC Archer,26,10
PA Patel,JD Unadkat,43,34
PA Patel,JDP Oram,13,5
PA Patel,JH Kallis,15,11
PA Patel,JJ Bumrah,11,11
PA Patel,JO Holder,21,9
PA Patel,JP Behrendorff,25,11
PA Patel,JP Duminy,11,11
PA Patel,JP Faulkner,11,7
PA Patel,JW Hastings,9,7
PA Patel,K Gowtham,8,9
PA Patel,K Rabada,16,15
PA Patel,KH Pandya,11,5
PA Patel,KW Richardson,0,1
PA Patel,Kuldeep Yadav,3,4
PA Patel,L Balaji,15,7
PA Patel,L Ngidi,20,15
PA Patel,LH Ferguson,7,2
PA Patel,M Kartik,6,5
PA Patel,M Morkel,26,25
PA Patel,M Muralitharan,7,4
PA Patel,M Prasidh Krishna,14,9
PA Patel,MA Starc,17,9
PA Patel,MC Henriques,0,2
PA Patel,MG Johnson,64,32
PA Patel,MJ Henry,12,5
PA Patel,MJ McClenaghan,12,7
PA Patel,MM Patel,22,14
PA Patel,MM Sharma,59,31
PA Patel,MN Samuels,12,9
PA Patel,MP Stoinis,12,5
PA Patel,Mohammad Asif,5,3
PA Patel,Mohammad Nabi,14,10
PA Patel,Mohammed Shami,49,29
PA Patel,Mohammed Siraj,7,3
PA Patel,Mustafizur Rahman,12,3
PA Patel,NLTC Perera,3,3
PA Patel,NM Coulter-Nile,10,8
PA Patel,P Awana,25,15
PA Patel,P Kumar,44,52
PA Patel,P Suyal,12,8
PA Patel,PJ Cummins,13,4
PA Patel,PJ Sangwan,18,10
PA Patel,PP Chawla,16,13
PA Patel,Pankaj Singh,10,6
PA Patel,R Ashwin,26,38
PA Patel,R McLaren,10,13
